line_item,order_id,date_submitted,month_submitted,department,discount_amount,product_name,product_id,qty,price,category,color,size
2803,23136,7/15/2021,July,MCHS,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,XL
2804,23137,7/15/2021,July,MCHS,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,L
2805,23138,7/15/2021,July,MCHS,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Dark Ash,L
2806,23138,7/15/2021,July,MCHS,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,XL
2807,23138,7/15/2021,July,MCHS,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XL
2808,23139,7/15/2021,July,Cardiovascular Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Dark Blue,M
2809,23140,7/15/2021,July,Division of Preventive Cardiology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,M
2810,23141,7/15/2021,July,Children's Center,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,64,Ladies',Heather Black,2XL
2811,23142,7/15/2021,July,Children's Center,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Indigo,S
2812,23143,7/15/2021,July,Transfusion Laboratory,0,SWEATER KNIT FLEECE (ASHTON),9890,1,64,Men's,Heather Redwood,2XL
2813,23144,7/15/2021,July,MCHS,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,XS
2814,23145,7/15/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
2815,23146,7/15/2021,July,Engineering,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
2816,23147,7/15/2021,July,MCHS,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Black,M
2817,23148,7/15/2021,July,MCHS,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
2818,23148,7/15/2021,July,MCHS,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Black,M
2819,23149,7/15/2021,July,MCHS,5,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Greystone,XL
2820,23150,7/15/2021,July,MCHS,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,40,Men's,Black,2XL
2821,23151,7/15/2021,July,Engineering,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Black/Charcoal,M
2822,23152,7/16/2021,July,Engineering,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Navy/Charcoal,S
2823,23153,7/16/2021,July,Children's Center,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Heather Purple,S
2824,23154,7/16/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
2825,23154,7/16/2021,July,Division of Cardiovascular Ultrasound,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Heather Teal,M
2826,23155,7/16/2021,July,Transfusion Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,XL
2827,23155,7/16/2021,July,Transfusion Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Blue,XL
2828,23156,7/16/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,M
2829,23157,7/19/2021,July,Engineering,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Silver,M
2830,23157,7/19/2021,July,Engineering,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Dark Loden,M
2831,23158,7/19/2021,July,Engineering,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Heather Olive,L
2832,23159,7/19/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,L
2833,23160,7/19/2021,July,Division of Cardiovascular Ultrasound,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
2834,23161,7/19/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Navy,XL
2835,23162,7/19/2021,July,Engineering,0,SWEATER KNIT FLEECE (ASHTON),9890,1,64,Men's,Heather Slate Blue,2XL
2836,23163,7/19/2021,July,Engineering,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Space Blue,L
2837,23164,7/19/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,40,Ladies',Heather Rose,3XL
2838,23165,7/19/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,M
2839,23165,7/19/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Dark Ash,M
2840,23166,7/19/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Navy/Charcoal,S
2841,23167,7/19/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Cream,M
2842,23167,7/19/2021,July,Department of Radiation Oncology,0,MARLED FLEECE JACKET (CASCADE),8872,1,60,Ladies',Space Grey,M
2843,23167,7/19/2021,July,Department of Radiation Oncology,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Dark Ash/Black,M
2844,23168,7/19/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,S
2845,23169,7/19/2021,July,Department of Radiation Oncology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XL
2846,23170,7/20/2021,July,Engineering,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Dark Loden,M
2847,23171,7/20/2021,July,Children's Center,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Periwinkle,M
2848,23172,7/20/2021,July,Children's Center,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,L
2849,23173,7/20/2021,July,Department of Radiation Oncology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
2850,23174,7/20/2021,July,Children's Center,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,XL
2851,23175,7/20/2021,July,Engineering,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Heather Dark Red,XL
2852,23176,7/20/2021,July,Children's Center,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Black,L
2853,23177,7/20/2021,July,Cardiovascular Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Heather Purple,XL
2854,23178,7/20/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,72,Men's,Black,3XL
2855,23179,7/20/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Navy,XL
2856,23180,7/20/2021,July,Division of Preventive Cardiology,0,MICRO FLEECE JACKET (SONOMA),8870,1,37,Ladies',Navy,2XL
2857,23181,7/20/2021,July,Division of Cardiovascular Ultrasound,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,M
2858,23181,7/20/2021,July,Division of Cardiovascular Ultrasound,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Midnight Grey,M
2859,23182,7/20/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,76,Men's,Black,4XL
2860,23183,7/20/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Navy/Charcoal,XL
2861,23184,7/20/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Burnt Orange/Charcoal,M
2862,23185,7/20/2021,July,Division of Cardiovascular Ultrasound,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Dark Ash,S
2863,23186,7/20/2021,July,Department of Radiation Oncology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2864,23187,7/20/2021,July,Engineering,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Dark Blue,M
2865,23187,7/20/2021,July,Engineering,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Dark Ash,M
2866,23188,7/20/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Black,L
2867,23188,7/20/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,S
2868,23189,7/20/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Black,M
2869,23190,7/20/2021,July,Children's Center,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,XL
2870,23191,7/20/2021,July,Engineering,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,XL
2871,23192,7/20/2021,July,Transfusion Laboratory,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Deepwater,M
2872,23192,7/20/2021,July,Transfusion Laboratory,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Silver,M
2873,23192,7/20/2021,July,Transfusion Laboratory,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,M
2874,23193,7/21/2021,July,Engineering,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Space Blue,XL
2875,23194,7/21/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Carbon,L
2876,23195,7/21/2021,July,Division of Preventive Cardiology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,S
2877,23196,7/21/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,M
2878,23197,7/21/2021,July,Division of Cardiovascular Ultrasound,0,MARLED FLEECE JACKET (CASCADE),8872,1,60,Ladies',Plum,XL
2879,23198,7/21/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,M
2880,23199,7/21/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Cream,S
2881,23200,7/21/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Cream,M
2882,23201,7/21/2021,July,Department of Radiation Oncology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,S
2883,23202,7/21/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Dark Ash,S
2884,23203,7/22/2021,July,Department of Radiation Oncology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,S
2885,23204,7/22/2021,July,Division of Preventive Cardiology,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Heather Blue,M
2886,23205,7/22/2021,July,Cardiovascular Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Dark Ash,S
2887,23205,7/22/2021,July,Cardiovascular Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Greystone,S
2888,23206,7/22/2021,July,Department of Radiation Oncology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,M
2889,23206,7/22/2021,July,Department of Radiation Oncology,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Dark Loden,XL
2890,23207,7/23/2021,July,Transfusion Laboratory,0,MARLED FLEECE JACKET (CASCADE),8872,1,60,Ladies',Space Grey,XL
2891,23208,7/23/2021,July,Cardiovascular Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Chili Red,S
2892,23209,7/23/2021,July,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2893,23210,7/23/2021,July,Division of Preventive Cardiology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Navy,2XL
2894,23211,7/23/2021,July,Division of Preventive Cardiology,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Dark Ash,XL
2895,23212,7/23/2021,July,Division of Preventive Cardiology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,S
2896,23213,7/23/2021,July,Cardiovascular Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Red,XS
2897,23214,7/23/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Athletic Grey,M
2898,23214,7/23/2021,July,Division of Cardiovascular Ultrasound,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,L
2899,23215,7/23/2021,July,Division of Preventive Cardiology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Heather Purple,L
2900,23216,7/24/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2901,23217,7/25/2021,July,Cardiovascular Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,S
2902,23218,7/25/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Athletic Grey,XL
2903,23219,7/25/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,60,Ladies',Navy,2XL
2904,23219,7/25/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,64,Ladies',Heather Black,2XL
2905,23219,7/25/2021,July,Division of Cardiovascular Ultrasound,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Navy,XL
2906,23220,7/25/2021,July,Engineering,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,M
2907,23221,7/26/2021,July,Division of Preventive Cardiology,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Navy,L
2908,23222,7/26/2021,July,Cardiovascular Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Plum,L
2909,23222,7/26/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2910,23223,7/26/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (SONOMA),8870,1,37,Ladies',Navy,2XL
2911,23224,7/26/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,M
2912,23225,7/26/2021,July,Division of Preventive Cardiology,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Deepwater,L
2913,23225,7/26/2021,July,Division of Preventive Cardiology,0,BONDED ACTIVE-DRY SOFT SHELL (PHANTOM),HD01,1,68,Men's,Dark Loden,L
2914,23226,7/26/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Space Blue,S
2915,23227,7/26/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Eggplant,L
2916,23228,7/26/2021,July,Cardiovascular Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
2917,23228,7/26/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Silver,M
2918,23229,7/26/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,M
2919,23230,7/26/2021,July,Division of Cardiovascular Ultrasound,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Heather Blue,L
2920,23231,7/26/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Violet,XL
2921,23232,7/26/2021,July,Cardiovascular Medicine,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Slate Blue,XL
2922,23232,7/26/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Cream/Charcoal,M
2923,23233,7/26/2021,July,Cardiovascular Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Space Blue,L
2924,23234,7/26/2021,July,Cardiovascular Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,XL
2925,23235,7/26/2021,July,Division of Cardiovascular Ultrasound,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,58,Men's,Space Blue,M
2926,23236,7/26/2021,July,Division of Cardiovascular Ultrasound,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2927,23237,7/26/2021,July,Division of Preventive Cardiology,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Chili Red,L
2928,23238,7/26/2021,July,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2929,23239,7/26/2021,July,Cardiovascular Medicine,5,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,S
2930,23240,7/26/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (NANTUCKET),8824,2,38,Men's,Dark Ash,L
2931,23241,7/26/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,82,Ladies',Heather Eggplant,2XL
2932,23243,7/26/2021,July,Cardiovascular Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Black/Charcoal,XL
2933,23243,7/26/2021,July,Cardiovascular Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,XL
2934,23244,7/26/2021,July,Division of Cardiovascular Ultrasound,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Slate Blue,XL
2935,23245,7/26/2021,July,Cardiovascular Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
2936,23246,7/26/2021,July,Cardiovascular Medicine,0,BONDED MOISTURE WICKING SOFT SHELL (HOODED PHANTOM),HD92,1,71,Ladies',Navy/Orange,L
2937,23247,7/26/2021,July,Division of Preventive Cardiology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Heather Blue,L
2938,23248,7/26/2021,July,Transfusion Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,M
2939,23249,7/26/2021,July,Transfusion Laboratory,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,S
2940,23249,7/26/2021,July,Transfusion Laboratory,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Black/Charcoal,S
2941,23250,7/26/2021,July,Cardiovascular Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
2942,23250,7/26/2021,July,Cardiovascular Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,L
2943,23250,7/26/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Heather Violet,L
2944,23250,7/26/2021,July,Cardiovascular Medicine,0,MARLED FLEECE JACKET (CASCADE),8872,1,60,Ladies',Teal,XL
2945,23250,7/26/2021,July,Cardiovascular Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Dark Blue,XL
2946,23250,7/26/2021,July,Cardiovascular Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Greystone,XL
2947,23250,7/26/2021,July,Cardiovascular Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Dark Ash,XL
2948,23251,7/26/2021,July,Cardiovascular Medicine,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Charcoal,M
2949,23252,7/27/2021,July,Transfusion Laboratory,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,72,Ladies',Black,3XL
2950,23253,7/27/2021,July,Transfusion Laboratory,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Mulberry,M
2951,23254,7/27/2021,July,Transfusion Laboratory,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,L
2952,23254,7/27/2021,July,Transfusion Laboratory,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Dark Ash,L
2953,23255,7/27/2021,July,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2954,23256,7/27/2021,July,Transfusion Laboratory,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,S
2955,23256,7/27/2021,July,Transfusion Laboratory,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Dark Ash,S
2956,23257,7/27/2021,July,Transfusion Laboratory,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,XL
2957,23258,7/28/2021,July,Transfusion Laboratory,0,MICRO FLEECE JACKET (NANTUCKET),8824,1,38,Men's,Black,S
2958,23259,7/28/2021,July,Pulmonary and Critical Care Medicine,0,SWEATER KNIT FLEECE (ASHTON),9890,1,62,Men's,Heather Athletic Grey,L
2959,23260,7/28/2021,July,Department of Radiation Oncology,0,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Royal Blue,L
2960,23261,7/29/2021,July,Department of Radiation Oncology,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Greystone,M
2961,23262,7/30/2021,July,Department of Radiation Oncology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Dark Ash,XL
2962,23263,7/30/2021,July,Department of Radiation Oncology,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Chili Red,S
2963,23264,7/30/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,S
2964,23264,7/30/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Cream,S
2965,23265,7/30/2021,July,Department of Radiation Oncology,0,BONDED POLY-KNIT JACKET (FLASH),2812,1,58,Ladies',Navy,XL
2966,23266,7/30/2021,July,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Charcoal,M
2967,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9901,1,78,Men's,Silver,L
2968,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Cream/Charcoal,XS
2969,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Cream/Charcoal,S
2970,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,14,78,Ladies',Cream/Charcoal,M
2971,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,12,78,Ladies',Cream/Charcoal,L
2972,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,2,78,Ladies',Cream/Charcoal,XL
2973,23267,7/31/2021,July,Child Life Program,5,BONDED SOFT-SHELL JACKET (MATRIX),9902,2,82,Ladies',Cream/Charcoal,2XL
2974,23268,8/1/2021,August,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,XL
2975,23269,8/2/2021,August,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,XS
2976,23270,8/2/2021,August,Pulmonary and Critical Care Medicine,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
2977,23271,8/2/2021,August,Pulmonary and Critical Care Medicine,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,M
2978,23272,8/2/2021,August,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,S
2979,23273,8/2/2021,August,Pulmonary and Critical Care Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Black,S
2980,23274,8/2/2021,August,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,M
2981,23275,8/2/2021,August,Pulmonary and Critical Care Medicine,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Black,L
2982,23277,8/2/2021,August,Pulmonary and Critical Care Medicine,0,BONDED POLY-KNIT JACKET (FLASH),2814,1,62,Men's,Black,3XL
2983,23278,8/2/2021,August,Department of Radiation Oncology,0,LIGHTWEIGHT SOFT-SHELL JACKET (SONIC FLEX),9440,1,64,Men's,Black,XL
2984,23279,8/2/2021,August,Pulmonary and Critical Care Medicine,0,BONDED SOFT-SHELL JACKET (MATRIX),9902,1,78,Ladies',Royal Blue/Black,XL
2985,23280,8/2/2021,August,Department of Radiation Oncology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,72,Ladies',Black,3XL
2986,23281,8/2/2021,August,Department of Radiation Oncology,0,LIGHTWEIGHT SOFT-SHELL (SONIC FLEX),9470,1,64,Ladies',Black,L
2987,23281,8/2/2021,August,Department of Radiation Oncology,0,SWEATER KNIT FLEECE  (ASHTON),9892,1,62,Ladies',Heather Black,L
2988,23282,8/2/2021,August,Department of Radiation Oncology,0,MICRO FLEECE JACKET (SONOMA),8870,1,34,Ladies',Black,S
2989,23284,8/3/2021,August,Community Pediatric and Adolescent Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Chili Red,S
2990,23284,8/3/2021,August,Community Pediatric and Adolescent Medicine,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2880,1,50,Men's,Navy,S
2991,23285,8/3/2021,August,Pulmonary and Critical Care Medicine,0,MARLED FLEECE JACKET  (CASCADE),8874,1,60,Men's,Chili Red,XL
2992,23286,8/4/2021,August,Learning Solutions Center,0,HOODED TECH FULL-ZIP SWEATSHIRT (COMPETITION),2882,1,50,Ladies',Heather Blue,M
